floor,cluster_id,cluster_type,input_rows,ransac_rows_used,ransac_warning,max_score,peak_index,peak_lat,peak_lon,peak_value,participating_cells,sum_w,sum_w_d2,weighted_sigma_m,alpha,raw_alpha_sigma_radius_m,grid_resolution_m,pre_merge_radius_m,max_participating_distance_m,min_participating_w,max_participating_w,merged_region_count,merged_regions_json
0.5,00:f8:cc:b7:4d:93,static,29,26,RANSAC removed 3 outlier samples from cluster,24.00479690839193,1,31.24987221401106,34.80620780429261,1.0,1605,1185.1471615240855,1422772.4317121536,34.64827202536356,2.0,69.29654405072712,2.0,69.297,65.25207892616156,0.5000151757580672,1.0,1,"[{""center_lat"":31.24958758035947,""center_lon"":34.80610309469985,""radius_m"":131.36742935474825}]"
0.5,00:f8:cc:b7:4d:93,static,29,26,RANSAC removed 3 outlier samples from cluster,24.00479690839193,2,31.249492702475607,34.80620780429261,0.9242445373377063,1605,1185.1471615240855,2717115.637780123,47.88151911659954,2.0,95.76303823319908,2.0,95.763,79.8673707480497,0.5000151757580672,1.0,1,"[{""center_lat"":31.24958758035947,""center_lon"":34.80610309469985,""radius_m"":131.36742935474825}]"
0.5,00:f8:cc:b7:4d:93,static,29,26,RANSAC removed 3 outlier samples from cluster,24.00479690839193,3,31.249492702475607,34.80599838510708,0.9191809711360689,1605,1185.1471615240855,2912789.098885241,49.57564576169324,2.0,99.15129152338648,2.0,99.151,78.43528189772037,0.5000151757580672,1.0,1,"[{""center_lat"":31.24958758035947,""center_lon"":34.80610309469985,""radius_m"":131.36742935474825}]"
0.5,00:f8:cc:bb:d5:f3,static,7,5,RANSAC removed 2 outlier samples from cluster,4.981335383704432,1,31.249637278298636,34.80643816539669,1.0,1299,1017.1528196036703,1805973.65863643,42.136901997329836,2.0,84.27380399465967,2.0,84.274,73.09963954224921,0.5001616363532956,1.0,1,"[{""center_lat"":31.249628242309697,""center_lon"":34.80642769443742,""radius_m"":93.41446754167447}]"
0.5,00:f8:cc:bb:d5:f3,static,7,5,RANSAC removed 2 outlier samples from cluster,4.981335383704432,2,31.249709566210154,34.80643816539669,0.9999641833933639,1299,1017.1528196036703,1643501.189807696,40.196839498273114,2.0,80.39367899654623,2.0,80.394,73.03567338965617,0.5001616363532956,1.0,1,"[{""center_lat"":31.249628242309697,""center_lon"":34.80642769443742,""radius_m"":93.41446754167447}]"
0.5,00:f8:cc:bb:d5:f3,static,7,5,RANSAC removed 2 outlier samples from cluster,4.981335383704432,3,31.249583062365,34.80641722347814,0.9997862153688721,1299,1017.1528196036703,1919297.9515206544,43.438827695753275,2.0,86.87765539150655,2.0,86.878,73.30046610721682,0.5001616363532956,1.0,1,"[{""center_lat"":31.249628242309697,""center_lon"":34.80642769443742,""radius_m"":93.41446754167447}]"
0.5,00:f8:cc:bb:ee:a0,static,3,3,RANSAC found no valid inlier set for cluster; using all 3 samples,2.9797815685631233,1,31.249709566210154,34.80622874621116,1.0,1937,1411.8416121239336,2514095.938598532,42.1985894465723,2.0,84.3971788931446,2.0,84.397,77.31224552071495,0.5002097714154241,1.0,1,"[{""center_lat"":31.24988125,""center_lon"":34.80644863635597,""radius_m"":143.66275429693877}]"
0.5,00:f8:cc:bb:ee:a0,static,3,3,RANSAC found no valid inlier set for cluster; using all 3 samples,2.9797815685631233,2,31.250052933789846,34.80666852650078,0.8968373571224573,1937,1411.8416121239336,4696699.520075433,57.67709776631662,2.0,115.35419553263324,2.0,115.354,95.29845206102027,0.5002097714154241,1.0,1,"[{""center_lat"":31.24988125,""center_lon"":34.80644863635597,""radius_m"":143.66275429693877}]"
0.5,00:f8:cc:c1:76:50,static,75,75,,67.23126114463837,1,31.249836070055302,34.80627063004827,1.0,1345,935.3235061034713,842115.9864032052,30.00578765132271,2.0,60.01157530264542,2.0,60.012,51.53990684558121,0.5003687269610787,1.0,1,"[{""center_lat"":31.249781854121665,""center_lon"":34.806548110469095,""radius_m"":109.37566544572755}]"
0.5,00:f8:cc:c1:76:50,static,75,75,,67.23126114463837,2,31.24972763818803,34.80662664266367,0.8096063698976281,1345,935.3235061034713,1570592.1099969,40.978002180478505,2.0,81.95600436095701,2.0,81.956,73.03556570770652,0.5003687269610787,1.0,1,"[{""center_lat"":31.249781854121665,""center_lon"":34.806548110469095,""radius_m"":109.37566544572755}]"
0.5,00:f8:cc:c1:76:50,static,75,75,,67.23126114463837,3,31.249781854121668,34.80664758458222,0.8083034243145458,1345,935.3235061034713,1558201.6435830004,40.81604354246721,2.0,81.63208708493443,2.0,81.632,74.0961992493333,0.5003687269610787,1.0,1,"[{""center_lat"":31.249781854121665,""center_lon"":34.806548110469095,""radius_m"":109.37566544572755}]"
0.5,00:f8:cc:c1:76:53,static,114,111,RANSAC removed 3 outlier samples from cluster,102.83212041688195,1,31.249817998077425,34.80627063004827,1.0,1220,852.5082497440955,776536.7236402113,30.18086650059441,2.0,60.36173300118882,2.0,60.362,53.9888218997359,0.5007054168899944,1.0,1,"[{""center_lat"":31.24993546593364,""center_lon"":34.8064119879985,""radius_m"":108.73090156371245}]"
0.5,00:f8:cc:c1:76:53,static,114,111,RANSAC removed 3 outlier samples from cluster,102.83212041688195,2,31.24974571016591,34.80662664266367,0.8684499624895942,1220,852.5082497440955,1164125.0437367628,36.9530696817993,2.0,73.9061393635986,2.0,73.906,62.5399719258943,0.5007054168899944,1.0,1,"[{""center_lat"":31.24993546593364,""center_lon"":34.8064119879985,""radius_m"":108.73090156371245}]"
0.5,00:f8:cc:c1:76:53,static,114,111,RANSAC removed 3 outlier samples from cluster,102.83212041688195,3,31.250089077745606,34.806375339641036,0.7247291102327603,1220,852.5082497440955,1282366.3332450783,38.78437155019405,2.0,77.5687431003881,2.0,77.569,69.83611372910796,0.5007054168899944,1.0,1,"[{""center_lat"":31.24993546593364,""center_lon"":34.8064119879985,""radius_m"":108.73090156371245}]"
0.5,00:f8:cc:c2:28:e0,static,374,327,RANSAC removed 47 outlier samples from cluster,284.1341993955085,1,31.24989028598894,34.806375339641036,1.0,753,489.0148771884457,237317.70703546342,22.02946934859749,2.0,44.05893869719498,2.0,44.059,41.40454461727765,0.5007612258020755,1.0,1,"[{""center_lat"":31.249949019917047,""center_lon"":34.80644863635597,""radius_m"":73.3672553291224}]"
